Comment,Designator,Footprint,LCSC,Quantity
HDSM-443B_CC_2Digit_7Segment_STH,U1,STH_7_2 Digits_0.28_CC,,1
Conn_02x08_Odd_Even,J1,IDC-Header_2x08_P2.54mm_Vertical,,1
HDSM-443B_CC_2Digit_7Segment_STH,U2,STH_7_2 Digits_0.28_CC,,1
